Tension,Corriente
1335.31,1314.2
361.992,399.892
363.759,401.152
363.759,403.041
361.992,377.853
362.875,397.373
362.875,403.041
360.226,397.373
362.875,398.633
363.759,403.041
364.642,374.705
361.992,397.373
361.992,395.484
365.525,401.152
362.875,398.633
364.642,409.338
361.992,377.223
364.642,408.708
366.408,402.411
364.642,400.522
954.638,1330.57
923.725,1329.31
914.009,1040.28
901.644,882.233
893.695,775.186
883.98,683.881
880.447,645.47
873.381,606.43
868.082,569.908
858.366,508.199
859.249,529.608
851.3,481.752
844.234,482.381
840.702,483.011
837.169,465.38
830.986,437.673
827.453,457.194
823.037,425.709
815.088,413.745
815.088,442.081
808.022,434.525
803.606,423.191
799.19,404.93
796.54,420.042
790.358,412.486
784.175,394.225
784.175,414.375
775.343,399.263
770.043,396.114
765.627,382.891
762.978,394.855
756.795,386.669
756.795,401.781
749.729,372.186
743.547,389.188
738.247,349.517
730.298,379.112
723.232,380.372
717.05,367.778
712.634,358.963
713.517,382.261
705.568,349.517
700.268,364
699.385,410.597
695.852,372.816
692.319,421.301
683.487,356.444
683.487,370.927
672.888,358.333
672.005,362.741
668.472,374.705
661.406,363.37
657.873,331.886
656.107,369.037
650.808,367.148
643.742,358.963
643.742,376.594
636.676,366.519
629.61,360.222
623.427,353.295
624.311,365.889
617.245,358.963
611.062,350.777
606.646,336.294
606.646,361.481
599.581,331.886
593.398,349.517
591.631,358.963
584.566,352.036
580.149,311.106
577.5,345.739
573.967,359.592
566.901,348.258
562.485,359.592
562.485,368.408
553.653,354.555
550.12,335.664
546.587,364
541.287,352.036
533.338,342.591
532.455,355.184
527.156,352.666
520.973,343.85
508.608,326.848
508.608,349.517
505.075,351.406
498.892,307.958
494.476,323.07
490.943,306.069
487.411,301.031
482.111,330.627
478.578,336.923
474.162,341.331
467.096,319.922
461.797,336.294
456.498,297.253
454.731,326.219
454.731,341.331
444.132,334.405
441.483,329.997
434.417,312.366
430.001,299.772
428.234,329.997
418.519,322.441
418.519,335.034
410.57,321.181
407.037,322.441
401.737,309.217
397.321,318.033
395.555,314.255
391.139,323.7
383.19,295.364
382.306,267.658
377.007,300.402
374.357,307.328
368.175,304.18
362.875,292.216
358.459,280.252
357.576,301.031
349.627,285.289
344.328,280.881
342.561,285.919
339.912,332.516
330.196,267.028
330.196,269.547
324.897,273.325
318.714,265.769
316.064,261.991
310.765,267.658
308.115,268.287
301.933,257.583
298.4,271.436
294.867,270.806
290.451,261.991
286.035,271.436
281.618,264.509
274.553,265.139
271.02,253.805
264.837,269.547
