Tension,Corriente
1.75662,10.4561
2.14109,266.248
2.15017,267.253
2.16606,266.248
2.1532,270.269
2.15925,272.782
2.14033,270.269
2.14563,267.756
2.14336,265.746
2.15774,268.761
2.16758,269.264
2.16531,270.269
2.16455,267.756
2.15925,265.746
2.15925,266.248
2.15547,272.279
2.14336,276.802
2.16001,269.766
2.1759,270.771
2.16985,266.751
2.17212,265.746
2.16001,270.269
2.13428,281.827
2.15093,272.782
2.15017,275.294
2.15395,272.279
2.15471,279.817
2.1479,265.243
2.15623,270.269
2.1479,273.786
2.14714,274.289
2.14941,271.776
2.14941,272.279
2.15017,273.284
2.15623,265.243
2.15017,266.248
2.16077,265.746
2.16304,271.776
2.15547,269.766
2.15623,266.248
2.15395,271.274
2.15244,271.274
2.14866,267.756
2.15774,273.284
2.16379,269.766
2.16304,267.756
2.17742,274.792
2.15395,271.274
2.15244,266.248
2.14714,274.792
2.14563,266.751
2.15547,268.761
2.16455,267.756
2.16682,271.776
2.16228,277.304
2.14941,266.248
2.15395,273.284
2.1585,273.786
2.1426,272.782
2.15244,268.259
2.16455,266.248
2.16077,268.761
2.16606,277.304
2.15017,267.253
2.1479,261.223
2.13806,268.761
2.1426,274.792
2.15925,270.269
2.15395,265.746
2.15471,267.253
2.15623,268.761
2.16001,271.274
2.15547,270.269
2.15395,268.761
2.14412,279.817
2.14941,269.264
2.16001,274.792
2.16152,271.776
2.15093,274.792
2.1532,267.756
2.1532,272.782
2.15547,270.771
2.13806,274.289
2.15093,271.274
2.14866,264.238
2.14487,268.259
2.16455,261.726
2.15471,263.736
2.16455,272.279
2.15925,269.264
2.14866,267.756
2.1532,268.761
2.14336,281.325
2.16228,271.274
2.14866,274.289
2.16682,264.238
2.15395,269.766
2.15244,269.766
2.15925,272.782
2.14639,269.264
2.14109,272.782
2.15471,269.264
2.16228,269.766
2.16758,269.264
2.16531,270.771
2.1426,269.264
2.14866,269.766
2.13958,271.776
2.14941,275.294
2.17136,285.345
2.16001,270.771
2.16833,264.741
2.14563,271.776
2.15244,270.269
2.13503,271.274
2.14185,269.264
2.14714,270.771
2.1585,267.253
2.15547,264.238
2.16077,268.761
2.15774,264.741
2.15168,268.259
2.18499,271.274
2.14033,270.771
2.15471,273.786
2.15698,272.279
2.15698,269.766
2.16682,269.264
2.15547,259.213
2.15774,267.756
2.16758,268.259
2.14714,269.264
2.14941,274.792
2.14941,267.756
2.13201,275.294
2.14639,272.782
2.14563,271.776
2.15471,267.253
2.15395,272.782
2.15698,268.761
2.16833,271.274
2.14487,266.248
2.1479,277.304
2.15395,269.264
2.16304,267.253
2.16606,269.766
2.16758,262.731
2.16531,263.233
2.1479,271.776
2.15395,270.771
2.15774,277.807
2.14866,270.269
2.16455,269.766
2.16152,272.279
2.16833,273.284
2.16001,269.766
2.13806,276.802
2.13882,273.284
2.1585,274.792
2.15168,271.274
2.16228,276.299
2.16379,268.259
2.16758,277.807
2.16606,268.761
2.15093,264.238
2.1426,270.269
2.12368,274.289
2.15395,270.771
2.16682,263.736
2.15698,268.259
2.16304,268.761
2.16001,267.756
2.16682,272.782
2.14866,268.259
2.16228,266.751
2.15168,266.751
2.1759,270.771
2.15698,271.274
2.1479,261.223
2.1532,267.253
2.14941,276.299
2.17212,275.797
2.15395,269.264
2.1532,271.274
2.16077,275.294
2.15774,269.766
2.16833,277.807
2.17212,273.786
2.15093,277.807
2.15698,272.782
2.16758,267.253
2.14563,267.253
2.1585,272.782
2.1426,267.756
2.16606,268.761
2.15925,264.238
2.14563,272.279
2.15395,269.766
2.14866,267.756
2.14941,267.253
2.15471,268.761
2.15471,270.771
2.16379,263.233
2.17666,269.766
2.1759,269.766
2.16228,268.259
2.13655,273.786
2.1426,272.782
2.14109,276.802
2.14866,271.776
2.17136,266.248
2.16077,268.761
2.17061,274.792
2.15017,273.786
2.14336,270.269
2.15168,270.269
2.13276,269.766
2.15698,271.776
2.15774,265.243
2.15925,267.756
2.16606,263.736
2.16228,272.782
2.15395,269.766
2.15547,266.248
2.1532,263.233
2.15093,267.253
2.17439,272.782
2.1585,263.233
2.17439,264.741
2.15093,272.279
2.16001,266.751
2.15471,269.264
2.15244,271.274
2.1479,271.776
2.14639,264.238
2.15774,273.786
2.1479,269.766
2.16001,272.782
2.15623,277.304
2.16455,270.269
2.12898,272.279
2.15547,272.279
2.15244,262.731
2.1479,271.274
2.15925,262.731
2.14487,263.736
2.16304,265.746
2.14941,266.248
2.1426,264.238
2.15017,272.782
2.15093,267.253
2.15395,266.248
2.16001,269.766
2.17061,273.786
2.17061,269.766
2.15547,265.243
2.12747,264.741
2.14941,267.756
2.14563,267.756
2.16531,270.771
2.16833,263.233
2.16304,268.761
2.16833,268.761
2.15471,273.284
2.1585,271.274
2.13125,269.766
2.15168,273.284
2.1532,273.786
2.18877,274.289
2.16304,269.264
2.14941,268.259
2.1532,264.741
2.14185,270.771
2.14941,270.269
2.14412,262.228
2.1479,268.259
2.15395,264.238
2.17136,271.274
2.16455,269.766
2.15471,267.253
2.15471,269.766
2.15093,266.751
2.16077,259.715
2.15017,270.269
2.16531,284.842
2.16077,274.289
2.14714,272.279
2.15698,270.771
2.15244,277.304
2.14714,272.782
2.14412,274.289
2.15774,271.776
2.14639,270.771
2.15623,271.776
2.14487,271.274
2.15623,268.761
2.17288,272.279
2.15547,267.756
2.14185,275.294
2.14336,271.274
2.15623,275.797
2.15244,271.776
2.16001,264.741
2.15017,269.264
2.16833,266.751
2.16606,268.259
2.14109,268.259
2.1373,269.766
2.14487,264.741
2.1585,271.274
2.16228,273.284
2.16001,264.741
2.15471,268.259
2.1585,271.274
2.14487,274.792
2.14487,267.253
2.15168,277.304
2.16001,273.284
2.17515,267.253
2.16909,270.269
2.17363,265.746
2.15547,264.238
2.15017,269.766
2.1426,272.782
2.15471,268.761
2.14412,271.274
2.15244,273.786
2.16833,268.259
2.1585,267.253
2.15698,270.771
2.14639,271.274
2.14714,267.756
2.15471,264.741
2.15244,269.264
2.16531,268.259
2.1532,270.771
2.16909,269.766
2.16304,272.782
