Tension,Corriente
0.665259,-659.429
0.323926,-853.911
0.338306,-858.434
0.339819,-860.947
0.337549,-858.937
0.339063,-856.926
0.333008,-858.434
0.335278,-863.962
0.338306,-862.454
0.339063,-858.434
0.340576,-857.931
0.332251,-857.429
0.335278,-859.942
0.338306,-858.937
0.340576,-855.921
0.333008,-857.429
0.333765,-858.434
0.331494,-859.439
0.329224,-859.439
0.336792,-854.916
0.34209,-853.911
0.340576,-857.931
0.339063,-855.419
0.336792,-860.444
0.331494,-858.937
0.336792,-859.439
0.336035,-856.424
0.338306,-867.48
0.343604,-858.434
0.333008,-852.404
0.346631,-857.931
0.340576,-859.439
0.335278,-861.449
0.336035,-867.48
0.328467,-861.952
0.340576,-856.424
0.345874,-858.937
0.337549,-853.409
0.333765,-859.439
0.335278,-862.454
0.32998,-857.429
0.336792,-859.942
0.326196,-857.429
0.32998,-858.434
0.337549,-855.419
0.339819,-856.424
0.343604,-853.911
0.336792,-856.926
0.335278,-860.444
0.328467,-856.926
0.335278,-854.916
0.339063,-858.434
0.338306,-858.434
0.338306,-856.926
0.339063,-856.424
0.336792,-855.419
0.362524,-844.363
0.341333,-856.926
0.338306,-858.434
0.339819,-864.967
0.333008,-856.926
0.333765,-859.439
0.338306,-858.937
0.336792,-852.906
0.336792,-859.439
0.336035,-855.921
0.339063,-860.947
0.339063,-853.409
0.334521,-861.449
0.331494,-856.926
0.32771,-856.424
0.340576,-848.383
0.346631,-859.439
0.34436,-856.424
0.333008,-857.931
0.328467,-852.906
0.329224,-858.434
0.335278,-864.464
0.331494,-856.926
0.338306,-855.419
0.336792,-857.931
0.32771,-847.881
0.34436,-857.931
0.335278,-856.926
0.328467,-865.972
0.336035,-855.921
0.334521,-855.419
0.339819,-849.388
0.341333,-853.911
0.343604,-864.967
0.339063,-861.952
0.337549,-860.444
0.351172,-844.865
0.335278,-860.444
0.32998,-859.942
0.338306,-853.911
0.339063,-855.419
0.34436,-862.957
0.336035,-856.424
0.333765,-857.931
0.330737,-861.449
0.333765,-854.916
0.332251,-856.926
0.339063,-857.429
0.336035,-857.931
0.336035,-865.47
0.335278,-859.439
0.32998,-857.429
0.34209,-860.947
0.328467,-864.464
0.336792,-862.454
0.339063,-856.424
0.334521,-857.429
0.347388,-867.982
0.336035,-860.444
0.339819,-853.911
0.338306,-858.434
0.339819,-864.967
0.335278,-862.957
0.339063,-858.937
0.343604,-855.419
0.333008,-859.942
0.345874,-856.424
0.345874,-863.459
0.343604,-857.931
0.341333,-859.942
0.336035,-860.444
0.323926,-857.931
0.333765,-861.449
0.342847,-861.449
0.340576,-856.926
0.330737,-854.916
0.339063,-856.424
0.338306,-857.429
0.331494,-859.439
0.32998,-856.424
0.333008,-860.444
0.338306,-854.916
0.335278,-855.419
0.34209,-848.886
0.346631,-863.459
0.343604,-859.439
0.335278,-860.444
0.332251,-858.434
0.340576,-861.952
0.343604,-859.942
0.339063,-859.942
0.341333,-862.454
0.335278,-857.429
0.332251,-861.952
0.348145,-863.962
0.335278,-858.434
0.333008,-860.444
0.331494,-856.926
0.332251,-858.434
0.339063,-855.419
0.334521,-860.444
0.330737,-855.419
0.339819,-858.434
0.34209,-856.926
0.337549,-861.952
0.336035,-856.424
0.323169,-858.434
0.332251,-861.449
0.342847,-835.317
0.351172,-858.434
0.336035,-856.926
0.340576,-864.464
0.336792,-861.449
0.334521,-857.931
0.336035,-860.444
0.333765,-865.47
0.339063,-860.444
0.341333,-858.937
0.343604,-856.424
0.342847,-854.414
0.336035,-861.952
0.335278,-861.449
0.339819,-860.444
0.325439,-860.947
0.339819,-856.926
0.350415,-852.404
0.336792,-856.424
0.338306,-858.937
0.330737,-854.414
0.333765,-861.952
0.337549,-860.947
0.333765,-859.942
0.333765,-856.424
0.343604,-853.911
0.335278,-857.931
0.348145,-855.921
0.333008,-860.947
0.333765,-862.454
0.336035,-859.439
0.34209,-856.926
0.339819,-854.916
0.339819,-860.444
0.334521,-859.439
0.325439,-857.429
0.339063,-861.449
0.338306,-857.931
0.339819,-864.464
0.329224,-865.47
0.32998,-870.997
0.340576,-859.942
0.336792,-856.424
0.339819,-854.414
0.336792,-856.424
0.339819,-862.454
0.336035,-859.942
0.339063,-854.916
0.334521,-859.942
0.330737,-859.439
0.332251,-857.931
0.336035,-850.896
0.335278,-852.404
0.339819,-855.419
0.326953,-860.947
0.328467,-860.444
0.333008,-861.952
0.328467,-855.921
0.336035,-863.962
0.34436,-858.434
0.34209,-856.926
0.341333,-857.931
0.337549,-853.409
0.339819,-863.459
0.325439,-864.464
0.329224,-854.916
0.334521,-862.454
0.348901,-859.439
0.335278,-851.398
0.337549,-857.429
0.328467,-862.454
0.331494,-851.398
0.335278,-861.449
0.337549,-858.434
0.333008,-864.967
0.32771,-857.931
0.32998,-857.429
0.339819,-858.937
0.333765,-865.47
0.338306,-856.926
0.332251,-865.972
0.335278,-858.937
0.335278,-850.393
0.336792,-851.901
0.335278,-855.419
0.337549,-855.419
0.337549,-854.916
0.340576,-851.901
0.342847,-858.434
0.335278,-858.434
0.336035,-861.449
0.332251,-862.957
0.34209,-863.459
0.343604,-855.921
0.345874,-857.429
0.34436,-862.957
0.337549,-859.439
0.339063,-858.937
0.32998,-855.419
0.332251,-860.947
0.335278,-858.434
0.32998,-856.424
0.333008,-857.429
0.342847,-850.393
0.335278,-856.424
0.335278,-861.449
0.331494,-863.459
0.322412,-859.942
0.339063,-859.439
0.336792,-857.931
0.335278,-856.926
0.336035,-854.414
0.34209,-862.957
0.333765,-857.931
0.333765,-857.429
0.334521,-862.957
0.331494,-854.916
0.333765,-858.434
0.339063,-860.444
0.346631,-856.926
0.332251,-855.419
0.32998,-860.947
0.333008,-853.911
0.341333,-859.439
0.335278,-854.414
0.331494,-859.439
0.342847,-854.916
0.333008,-857.429
0.339819,-859.942
0.337549,-859.439
0.329224,-852.906
0.354199,-842.353
0.32998,-857.931
0.339819,-859.942
0.34209,-865.47
0.333008,-857.931
0.331494,-864.464
0.339819,-858.434
0.339063,-850.393
0.339819,-854.916
0.338306,-859.439
0.336035,-864.464
0.336035,-865.972
0.332251,-857.429
0.345874,-864.967
0.34436,-858.937
0.337549,-854.414
0.339819,-860.444
0.337549,-867.982
0.335278,-859.942
0.330737,-861.449
0.339819,-860.947
0.340576,-868.987
0.34209,-853.911
0.345117,-855.921
0.339819,-855.921
0.338306,-856.926
0.330737,-857.429
0.333008,-862.957
0.329224,-858.434
0.336792,-862.454
0.340576,-859.942
0.336792,-857.429
0.331494,-855.419
0.32998,-852.404
0.338306,-858.434
0.333008,-861.449
0.333765,-858.937
0.324683,-853.911
0.333765,-856.424
0.336035,-863.962
0.347388,-858.434
0.334521,-864.464
0.339063,-862.454
0.332251,-854.916
0.336792,-856.926
0.34436,-860.444
0.34209,-862.957
0.339063,-861.952
0.336792,-855.419
0.334521,-860.947
0.343604,-858.937
0.333008,-858.434
0.331494,-860.444
0.323926,-858.937
0.332251,-856.424
0.337549,-854.916
0.340576,-853.911
0.339819,-853.409
0.338306,-855.419
0.337549,-859.439
0.335278,-854.916
0.337549,-854.414
0.333765,-861.952
0.332251,-855.419
0.333765,-851.398
0.348145,-858.434
0.34209,-859.439
0.345874,-864.464
0.333008,-857.429
0.328467,-865.972
0.340576,-862.454
0.336792,-860.444
0.348145,-839.84
0.339819,-859.439
0.341333,-860.444
0.340576,-857.931
0.340576,-857.931
0.333765,-867.48
0.336792,-860.444
0.335278,-859.942
0.340576,-858.937
0.332251,-852.404
0.337549,-855.921
0.333765,-863.459
0.330737,-858.434
0.341333,-856.926
0.335278,-856.926
0.34209,-856.424
0.333008,-856.926
0.339063,-850.896
0.333765,-859.439
0.331494,-850.896
0.337549,-851.901
0.338306,-873.51
0.339063,-860.444
0.332251,-861.449
0.342847,-856.424
0.328467,-860.947
0.340576,-863.962
0.34436,-857.429
0.339063,-856.926
0.34436,-854.916
0.338306,-861.449
0.333765,-854.414
0.332251,-861.952
0.325439,-858.434
0.335278,-857.931
0.348901,-858.434
0.331494,-850.393
0.333765,-857.429
0.329224,-852.404
0.325439,-862.957
0.330737,-857.429
0.330737,-852.404
0.334521,-856.926
0.340576,-859.439
0.339819,-856.926
0.337549,-856.424
0.331494,-855.419
0.32771,-864.464
0.331494,-864.967
0.338306,-855.921
0.34436,-858.434
0.345874,-854.916
0.34209,-853.409
0.345117,-859.439
0.338306,-860.444
0.336035,-864.967
0.335278,-859.439
0.330737,-861.449
0.34436,-861.952
0.34209,-858.937
0.341333,-856.926
0.336035,-858.434
0.337549,-862.957
0.334521,-861.449
0.333765,-862.454
0.339063,-857.931
0.335278,-859.439
0.339819,-859.942
0.331494,-861.952
0.32998,-855.921
0.341333,-852.404
0.345874,-858.434
0.359497,-862.957
0.335278,-857.429
0.32771,-858.937
0.334521,-858.937
0.333765,-859.942
0.330737,-856.424
0.341333,-860.947
0.338306,-859.942
0.34209,-856.926
0.343604,-860.947
0.334521,-861.449
0.333008,-864.464
0.331494,-852.906
0.34209,-860.444
0.340576,-855.419
0.346631,-857.429
0.332251,-857.429
0.339063,-864.464
0.325439,-853.409
0.32998,-860.444
0.338306,-858.434
0.32998,-862.454
0.333765,-853.911
0.337549,-859.942
0.339819,-852.404
0.32998,-855.921
0.334521,-862.454
0.32998,-860.444
0.339063,-856.926
0.338306,-854.414
0.347388,-853.409
0.340576,-841.85
0.336035,-863.962
0.339819,-855.419
0.330737,-852.404
0.334521,-862.957
0.332251,-861.952
0.336792,-860.947
0.333008,-859.942
0.341333,-857.429
0.34436,-857.931
0.333008,-859.942
0.335278,-852.404
0.334521,-857.429
0.338306,-857.931
0.336035,-860.444
0.330737,-858.937
0.331494,-857.931
0.345874,-858.937
0.335278,-855.419
0.340576,-849.388
0.338306,-861.952
0.331494,-864.464
0.32771,-860.444
0.333008,-852.404
0.338306,-858.937
0.346631,-853.409
0.333008,-856.926
0.341333,-850.896
0.338306,-859.439
