Tension,Corriente
2.37646,435.102
2.37571,429.071
2.37798,426.056
2.37646,430.076
2.37646,426.056
2.37571,429.071
2.37419,428.569
2.37571,429.071
2.37495,428.569
2.37495,430.579
2.37571,428.569
2.37722,430.076
2.37646,430.076
2.37646,428.569
2.37571,428.066
2.37949,430.076
2.37722,429.071
2.37722,430.579
2.37571,427.061
2.37646,428.066
2.37344,429.071
2.37874,428.569
2.37495,428.066
2.37798,431.081
2.37798,426.056
2.37571,430.076
2.37949,426.558
2.37722,430.076
2.37949,429.574
2.37798,426.558
2.37419,432.589
2.37722,428.569
2.37571,427.061
2.37722,427.564
2.38555,452.188
2.37117,427.564
2.37874,425.553
2.37646,427.564
2.37722,426.056
2.37646,428.066
2.37419,426.558
2.37874,427.061
2.37495,428.066
2.37798,425.553
2.37798,426.056
2.37419,427.061
2.37419,426.558
2.37949,427.061
2.37646,426.558
2.37646,426.056
2.37495,425.553
2.37646,428.066
2.37571,425.553
2.37495,428.569
2.37949,424.046
2.37495,428.066
2.37798,427.061
2.37495,424.548
2.37722,425.553
2.38025,429.071
2.37646,424.046
2.39841,427.564
2.37798,425.051
2.37419,426.056
2.37874,424.548
2.37571,423.041
2.37722,420.528
2.37344,424.548
2.37419,424.548
2.37646,424.548
2.37419,423.041
2.37646,428.569
2.37571,424.046
2.37646,424.046
2.38025,424.046
2.37798,424.046
2.38025,432.086
2.37268,425.051
2.37646,424.046
2.37571,431.081
2.37798,420.528
2.37874,426.056
2.37495,423.543
2.37571,421.031
2.37722,423.543
2.37419,426.056
2.36738,389.37
2.36208,370.274
2.37571,376.807
2.34998,332.584
2.34089,312.482
2.3356,300.924
2.3303,276.299
2.32197,264.238
2.31667,245.142
2.30986,221.02
2.30457,206.949
2.30229,187.852
2.29019,179.309
2.28716,156.192
2.27883,144.634
2.27656,125.035
2.26824,104.431
2.25916,93.375
2.25461,73.7759
2.24705,64.7303
2.24478,55.182
2.23796,32.0652
2.22888,16.9891
2.22737,2.918
2.2145,-9.143
2.21299,-19.6963
2.21147,-29.2446
2.19785,-53.3664
2.19558,-58.3918
2.20996,-61.407
2.18347,-81.5086
2.18044,-102.113
2.17061,-107.641
2.16531,-123.219
2.15547,-136.788
2.15017,-143.823
2.14563,-156.387
2.13806,-168.95
2.13655,-165.935
2.12671,-188.549
2.12368,-193.575
2.12065,-196.59
2.1093,-211.164
2.10779,-217.697
2.09719,-228.753
2.09341,-241.819
2.08735,-245.336
2.07903,-262.925
2.07373,-262.925
2.06919,-275.489
2.06086,-276.996
2.05859,-290.565
2.04724,-301.621
2.04648,-305.138
2.03816,-317.199
2.0321,-319.21
2.02832,-320.215
2.01772,-341.321
2.01167,-344.337
2.01167,-348.357
2.00259,-356.9
1.99729,-363.936
1.98896,-371.976
1.98442,-385.545
1.97837,-387.555
1.97307,-398.611
1.96702,-402.128
1.96021,-411.174
1.95491,-413.184
1.95112,-427.255
1.93977,-438.311
1.93674,-437.306
1.92615,-450.372
1.92463,-453.89
1.91782,-464.443
1.9095,-475.499
1.90723,-476.504
1.90117,-481.53
1.8936,-491.078
1.89209,-494.596
1.88301,-506.154
1.87695,-520.225
1.8709,-521.733
1.86257,-534.296
1.86106,-536.306
1.85122,-550.378
1.84819,-551.885
1.84138,-563.444
1.8323,-577.515
1.83079,-583.043
1.82246,-594.601
1.81641,-603.144
1.80959,-617.215
1.80278,-629.276
1.799,-632.291
1.7937,-650.885
1.78765,-649.88
1.78538,-658.926
1.77554,-669.479
1.77175,-689.078
1.76646,-694.104
1.75813,-712.195
1.75662,-672.997
1.74451,-734.307
1.74299,-740.337
1.73315,-756.921
1.72786,-777.023
1.7218,-784.058
1.71348,-803.155
1.70818,-806.17
1.70288,-828.282
1.69456,-843.358
1.6938,-853.409
1.6832,-873.51
1.68018,-879.541
1.67791,-889.591
1.66807,-904.668
1.66655,-924.267
1.65671,-932.307
1.64839,-945.373
1.64536,-956.429
1.63931,-972.008
1.63401,-982.561
1.62568,-998.14
1.6219,-1021.76
1.61282,-1025.28
1.60903,-1049.9
