Tension,Corriente
1.38274,-205.133
1.49097,-138.798
1.47886,-146.336
1.48491,-138.295
1.50232,-139.803
1.48416,-134.778
1.50383,-147.844
1.50081,-140.808
1.49399,-142.818
1.4781,-142.818
1.47734,-139.301
1.48416,-139.803
1.49929,-140.808
1.50459,-143.321
1.50535,-137.29
1.5114,-145.331
1.4887,-141.311
1.49929,-140.306
1.48264,-143.321
1.50232,-136.788
1.50081,-137.29
1.47886,-144.326
1.50308,-140.808
1.49702,-146.336
1.51594,-140.808
1.4887,-132.265
1.49172,-140.808
1.47961,-143.823
1.48718,-139.301
1.50081,-139.803
1.50383,-137.793
1.48794,-145.331
1.50005,-140.808
1.49475,-134.275
1.49021,-141.311
1.49551,-138.798
1.47507,-134.275
1.50308,-139.803
1.49475,-140.306
1.50156,-143.321
1.5167,-142.316
1.4887,-140.808
1.5061,-140.808
1.47659,-144.326
1.49475,-142.818
1.48794,-136.285
1.49475,-137.29
1.48945,-140.808
1.50762,-140.306
1.50686,-141.813
1.49929,-135.28
1.49172,-140.306
1.48491,-135.783
1.50686,-141.311
1.4781,-135.783
1.51064,-148.849
1.49551,-141.311
1.50308,-138.798
1.50081,-141.311
1.47886,-140.808
1.48264,-142.818
1.50308,-145.331
1.49248,-141.813
1.49778,-137.29
1.50459,-143.823
1.49097,-144.326
1.50686,-147.341
1.48794,-140.808
1.48188,-139.301
1.49324,-144.829
1.48794,-133.27
1.50459,-138.295
1.4887,-142.316
1.50308,-139.803
1.50232,-143.823
1.50156,-148.346
1.50005,-136.285
1.50383,-135.28
1.49248,-139.803
1.48794,-146.839
1.50005,-140.808
1.50459,-143.321
1.51746,-140.808
1.50081,-133.27
1.50232,-139.301
1.48264,-137.793
1.4887,-142.818
1.46978,-131.26
1.49929,-139.803
1.50081,-136.788
1.49854,-143.321
1.51064,-152.367
1.49475,-142.316
1.49172,-142.316
1.49021,-139.301
1.49551,-142.818
1.49172,-138.798
1.50005,-141.813
1.50005,-138.798
1.49929,-136.788
1.50913,-141.311
1.49172,-134.275
1.49021,-137.29
1.49399,-141.813
1.49097,-139.301
1.50459,-141.813
1.49172,-139.803
1.5061,-146.336
1.50005,-144.326
1.49854,-124.224
1.48491,-142.316
1.49097,-141.311
1.48643,-138.798
1.5061,-135.28
1.49475,-143.823
1.50005,-141.813
1.50005,-139.803
1.49475,-138.295
1.50232,-143.823
1.4834,-146.336
1.48567,-138.295
1.5061,-138.295
1.49854,-142.818
1.4887,-143.321
1.49097,-139.301
1.50232,-133.27
1.50913,-137.29
1.49324,-144.326
1.4834,-135.28
1.49097,-133.773
1.48718,-137.29
1.49097,-139.301
1.49626,-138.798
1.50383,-137.793
1.51367,-139.301
1.49097,-136.285
1.49475,-147.341
1.48188,-138.798
1.4887,-140.808
1.46902,-138.798
1.49172,-144.326
1.51973,-144.829
1.49929,-144.326
1.5061,-148.849
1.49021,-140.306
1.48188,-142.818
1.46978,-138.295
1.47583,-134.275
1.5061,-142.818
1.51519,-143.823
1.49929,-140.808
1.51746,-147.844
1.49324,-139.301
1.4781,-135.28
1.50308,-138.295
1.4728,-131.763
1.50156,-139.803
1.50837,-142.316
1.51594,-143.321
1.47659,-134.778
1.47886,-134.778
1.48643,-141.813
1.48416,-139.803
1.48718,-142.818
1.49097,-140.306
1.4834,-144.326
1.47886,-141.311
1.49778,-134.778
1.49854,-144.829
1.49399,-137.793
1.49399,-139.301
1.50383,-148.849
1.50686,-143.321
1.48794,-148.849
1.50535,-139.803
1.49551,-136.788
1.49475,-141.311
1.52427,-136.285
1.49324,-140.306
1.49021,-140.306
1.49248,-135.783
1.5061,-132.265
1.48037,-138.798
1.52427,-151.864
1.49475,-139.803
1.50535,-136.285
1.49324,-139.301
1.45237,-139.301
1.48491,-141.311
1.4887,-144.829
1.50232,-139.301
1.5167,-142.316
1.50005,-143.823
1.50762,-152.367
1.49399,-141.311
1.48643,-142.818
1.47205,-137.29
1.49626,-136.788
1.49626,-137.793
1.51973,-148.346
1.50686,-142.818
1.49551,-145.331
1.48643,-142.818
1.50005,-139.803
1.49929,-139.803
1.48567,-135.783
1.49778,-137.793
1.49854,-132.768
1.51367,-141.813
1.49248,-140.306
1.50081,-140.808
1.50762,-127.742
1.4887,-134.778
1.48037,-134.778
1.49626,-145.834
1.50005,-138.798
1.50232,-139.301
1.51216,-130.255
1.48945,-147.844
1.49248,-141.813
1.48567,-142.818
1.46523,-143.823
1.49551,-143.823
1.49021,-145.331
1.50686,-144.326
1.49929,-136.788
1.50837,-138.798
1.50459,-141.813
1.50156,-137.29
1.49551,-133.773
1.50005,-139.301
1.49475,-138.295
1.49097,-137.793
1.50686,-135.28
1.50005,-143.823
1.52048,-139.301
1.48794,-137.793
1.48567,-133.27
1.45994,-140.306
1.48567,-142.316
1.48113,-138.295
1.50308,-143.321
1.50989,-140.306
1.49475,-144.326
1.4834,-143.321
1.50459,-151.362
1.48945,-144.326
1.47961,-132.768
1.49021,-135.783
1.50459,-137.29
1.5167,-143.823
1.50383,-136.285
1.49702,-138.295
1.4887,-139.803
1.47205,-140.808
1.49702,-135.783
1.50081,-142.818
1.49854,-130.255
1.50459,-139.301
1.48718,-145.834
1.50005,-139.301
1.48945,-131.763
1.49097,-141.813
1.48794,-132.265
1.50005,-140.306
1.4887,-134.778
1.51064,-139.803
1.49778,-140.808
1.51216,-136.788
1.49172,-141.813
1.49021,-143.321
1.48945,-142.818
1.48416,-135.783
1.49551,-131.763
1.48643,-139.803
1.50232,-137.29
1.50081,-144.326
1.50383,-138.295
1.49702,-142.818
1.49778,-137.793
1.47432,-139.803
1.49399,-134.275
1.49702,-140.306
1.49551,-142.818
1.51519,-128.747
1.49702,-142.818
1.50837,-142.818
1.50005,-142.818
1.4834,-136.788
1.47507,-133.773
1.47659,-138.295
1.50081,-140.808
1.49929,-140.808
1.5061,-143.823
1.49702,-140.306
1.48264,-145.331
1.4781,-143.321
1.49172,-143.823
1.48718,-142.818
1.49551,-136.285
1.50459,-143.823
1.50005,-148.849
1.52275,-144.326
1.48794,-141.813
1.49324,-135.28
1.49097,-138.798
1.47205,-140.306
1.49324,-135.783
1.50308,-139.803
1.50686,-138.798
1.51216,-140.808
1.50156,-144.326
1.49626,-135.28
1.50686,-133.27
1.48188,-137.29
1.49551,-144.829
1.49097,-141.813
1.49854,-139.301
1.50383,-140.808
1.50383,-143.321
1.50156,-140.306
1.4675,-150.859
1.50232,-146.336
1.48794,-139.301
1.48718,-138.295
1.4834,-141.311
1.49551,-142.818
1.51594,-139.301
1.50459,-143.321
1.50308,-146.336
1.49475,-141.311
1.49854,-146.839
1.48567,-141.813
1.50308,-140.306
1.50383,-142.818
1.5061,-138.798
1.51821,-138.798
1.49702,-138.798
1.50837,-140.808
1.4781,-132.768
1.48794,-135.783
1.49854,-135.783
1.49626,-141.813
1.51292,-138.295
1.49626,-139.301
1.50081,-143.823
1.4887,-142.316
1.48264,-142.316
1.46902,-136.788
1.49778,-136.788
1.50081,-139.803
1.50232,-145.331
1.49929,-141.311
1.49702,-148.849
1.50383,-144.326
1.47961,-135.28
1.52048,-130.757
1.48643,-141.311
1.50913,-143.321
1.50232,-142.316
1.50535,-141.311
1.49854,-144.829
1.48718,-137.793
1.49778,-138.295
1.49778,-136.788
1.49854,-138.295
1.48643,-143.321
1.49475,-131.763
1.4887,-142.316
1.50913,-143.321
1.49172,-142.316
1.4887,-142.316
1.48718,-142.316
1.47053,-146.839
1.48491,-145.331
1.48491,-137.793
1.50156,-141.813
1.49248,-141.311
1.50459,-139.301
1.50686,-143.321
1.49702,-140.306
1.48794,-142.316
1.47886,-133.27
1.49097,-137.793
1.51519,-135.783
1.52124,-142.316
1.50989,-140.306
1.50383,-136.285
1.48794,-139.803
1.49097,-145.331
1.47356,-143.321
1.47129,-134.275
1.49324,-139.301
1.49929,-141.311
1.50762,-142.818
1.50762,-143.823
1.50308,-141.813
1.47734,-143.321
1.49021,-137.793
1.48567,-141.311
1.50762,-143.321
1.51216,-142.818
1.48945,-143.321
1.50837,-143.321
1.4887,-140.306
1.50081,-141.311
1.49551,-139.803
1.49324,-143.321
1.48264,-132.265
1.50383,-139.301
1.49854,-143.823
1.49702,-137.29
1.49324,-145.331
1.48945,-140.306
1.50383,-139.301
1.49551,-138.295
1.48945,-140.306
1.49399,-138.295
1.50459,-134.778
1.50535,-138.798
1.51064,-130.757
1.50459,-144.829
1.49021,-136.788
1.49626,-133.773
1.48567,-135.783
1.48945,-141.311
1.48567,-137.793
1.49324,-143.823
1.51064,-134.778
1.50005,-141.311
1.50232,-144.326
1.49778,-141.813
1.49248,-138.295
1.47886,-139.803
1.49702,-143.321
1.49324,-140.306
1.51367,-141.813
1.5167,-139.301
1.49778,-141.813
1.49399,-137.29
1.45842,-135.28
1.49172,-139.803
1.49626,-140.306
1.5114,-139.803
1.4887,-135.28
1.50459,-144.326
1.49399,-138.798
1.49475,-140.306
1.48794,-138.798
1.48945,-138.798
1.49475,-140.306
1.48718,-138.295
1.51594,-138.798
1.49778,-144.326
1.50913,-142.316
1.49172,-139.803
1.47356,-134.778
1.49702,-141.813
1.49097,-134.778
1.49248,-142.316
1.49854,-141.813
1.5061,-141.311
1.51594,-139.803
1.51519,-142.316
1.49475,-138.295
1.49399,-142.818
1.49929,-142.818
1.48718,-131.763
1.49626,-138.295
1.48718,-139.301
1.50005,-143.321
1.50005,-137.793
1.50081,-139.301
1.50156,-141.813
1.48416,-136.788
1.47053,-135.28
1.48945,-143.823
1.49475,-140.306
1.50232,-140.808
1.51216,-142.316
1.48491,-142.316
1.48643,-145.331
1.4887,-142.818
1.48643,-144.326
1.50081,-142.316
1.48718,-140.808
1.51594,-141.813
1.50913,-135.28
1.5061,-146.839
1.50535,-138.295
1.48945,-141.813
1.48567,-136.285
1.4781,-136.788
1.49172,-139.301
1.50686,-139.803
1.50686,-140.808
1.5061,-138.798
