Tension,Corriente
1281.43,1330.57
1277.02,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1304.4,1330.57
1277.9,1330.57
1278.78,1330.57
1278.78,1330.57
1280.55,1330.57
1278.78,1330.57
1277.9,1330.57
1277.02,1330.57
1280.55,1330.57
1277.9,1330.57
1277.9,1330.57
1277.9,1330.57
1274.37,1330.57
1277.9,1330.57
1277.9,1330.57
1278.78,1330.57
1281.43,1330.57
1277.9,1330.57
1281.43,1330.57
1277.9,1330.57
1278.78,1330.57
1281.43,1330.57
1277.9,1330.57
1278.78,1330.57
1278.78,1330.57
1280.55,1330.57
1277.02,1330.57
1278.78,1330.57
1275.25,1330.57
1279.67,1330.57
1279.67,1330.57
1281.43,1330.57
1279.67,1330.57
1279.67,1330.57
1277.9,1330.57
1277.9,1330.57
1277.9,1330.57
1279.67,1330.57
1279.67,1330.57
1278.78,1330.57
1280.55,1330.57
1280.55,1330.57
1278.78,1330.57
1278.78,1330.57
1276.13,1330.57
1275.25,1330.57
1277.02,1330.57
1280.55,1330.57
1283.2,1330.57
1279.67,1330.57
1279.67,1330.57
1279.67,1330.57
1279.67,1330.57
1277.9,1330.57
1276.13,1330.57
1282.32,1330.57
1281.43,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1277.02,1330.57
1277.02,1330.57
1277.02,1330.57
1277.02,1330.57
1297.33,1330.57
1283.2,1330.57
1274.37,1330.57
1274.37,1330.57
1275.25,1330.57
1275.25,1330.57
1279.67,1330.57
1281.43,1330.57
1281.43,1330.57
1279.67,1330.57
1281.43,1330.57
1281.43,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1278.78,1330.57
1277.02,1330.57
1283.2,1330.57
1277.02,1330.57
1283.2,1330.57
1280.55,1330.57
1283.2,1330.57
1279.67,1330.57
1283.2,1330.57
1281.43,1330.57
1282.32,1330.57
1281.43,1330.57
1282.32,1330.57
1282.32,1330.57
1282.32,1330.57
1278.78,1330.57
1278.78,1330.57
1271.72,1330.57
1257.59,1330.57
1245.22,1330.57
1234.62,1330.57
1245.22,1330.57
1209.89,1330.57
1195.76,1330.57
1185.16,1330.57
1173.68,1330.57
1161.31,1330.57
1152.48,1330.57
1140.12,1283.34
1129.52,1193.3
1118.92,1107.66
1103.02,1021.39
1092.42,933.238
1079.17,833.747
1068.57,755.666
1054.44,677.584
1043.84,607.059
1029.71,537.794
1020,471.047
1007.63,412.486
996.15,355.184
986.434,305.439
974.069,261.361
963.47,237.433
949.339,187.058
936.973,159.352
925.491,139.831
913.126,120.941
905.177,107.717
892.812,93.2344
880.447,78.1219
869.848,66.7875
880.447,58.6016
848.65,48.5265
838.935,33.4141
822.154,15.7829
811.555,11.375
802.723,3.1891
790.358,-6.25621
781.525,-12.5531
770.043,-20.1094
758.562,-28.2953
747.963,-36.4813
738.247,-44.0375
725.882,-54.1125
717.933,-60.4094
704.684,-77.411
695.852,-84.3375
683.487,-100.709
673.771,-110.784
664.056,-115.822
650.808,-134.713
640.209,-149.825
628.727,-159.9
619.895,-174.383
607.529,-188.866
596.048,-210.275
581.916,-236.092
573.084,-256.242
564.251,-222.239
550.12,-299.061
537.754,-322.359
528.039,-348.177
517.44,-374.623
505.075,-402.33
494.476,-436.333
483.878,-469.077
473.279,-504.339
460.914,-559.122
449.432,-594.384
439.716,-633.425
428.234,-671.206
417.636,-707.728
407.037,-745.509
394.672,-787.069
384.956,-821.702
374.357,-855.705
364.642,-884.67
348.744,-924.97
340.795,-942.602
330.196,-955.195
317.831,-965.27
305.466,-967.159
295.75,-967.789
281.618,-965.27
272.786,-960.863
260.421,-938.194
250.706,-945.12
239.224,-938.194
225.975,-952.047
213.61,-943.861
204.778,-936.934
192.412,-938.194
183.58,-933.156
172.982,-928.119
180.931,-909.858
150.018,-928.748
140.302,-925.6
129.703,-928.119
116.455,-930.008
101.44,-930.637
92.6078,-930.637
81.1259,-937.564
67.8775,-943.231
58.162,-943.231
46.6799,-953.306
36.0813,-958.344
24.5993,-968.419
15.767,-977.234
4.28508,-986.05
-7.19682,-997.384
-20.4452,-1021.94
-30.1608,-1024.46
-40.7596,-1036.43
-51.3582,-1044.61
-62.8402,-1054.69
-74.3221,-1060.98
-85.8042,-1067.28
-95.5196,-1069.8
-106.118,-1076.1
-118.484,-1081.13
-128.199,-1086.8
-143.214,-1111.99
-153.813,-1111.99
-162.645,-1119.54
-175.01,-1134.03
-178.543,-1099.39
-195.324,-1154.81
-207.69,-1171.18
-217.405,-1193.85
-228.887,-1216.52
-241.252,-1244.22
-250.968,-1248
-265.099,-1248
-276.581,-1248
-285.413,-1248
-297.779,-1248
-305.728,-1248
-317.21,-1248
-329.575,-1248
-339.29,-1248
-349.889,-1248
-362.254,-1248
-371.087,-1248
-386.985,-1248
-397.583,-1248
-408.182,-1248
-419.664,-1248
-430.263,-1248
-440.862,-1248
-453.227,-1248
-463.826,-1248
-474.424,-1248
-485.023,-1248
-500.038,-1248
-510.637,-1248
-521.235,-1248
-532.717,-1248
-543.316,-1248
-553.032,-1248
-562.747,-1248
